ANGELEGT_AM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,VERSUCH,ERFASSUNGSGRUND,ART_DES_FAHRRADS_Fahrrad,ART_DES_FAHRRADS_Herrenfahrrad,ART_DES_FAHRRADS_Kinderfahrrad,ART_DES_FAHRRADS_Lastenfahrrad,ART_DES_FAHRRADS_Mountainbike,ART_DES_FAHRRADS_Rennrad,ART_DES_FAHRRADS_diverse FahrrÃ¤der,DELIKT_Keller- und Bodeneinbruch,TATZEIT_ANFANG_YEAR,TATZEIT_ANFANG_MONTH
2022-03-10,0.2529278934464606,2022-03-10,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,3
2022-03-07,-1.2387890347795627,2022-03-06,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,3
2022-05-12,0.9987863575594723,2022-05-11,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,5
2023-07-15,1.1852509735877252,2023-07-15,3,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,7
2022-05-16,0.43939250947471353,2022-05-16,17,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,False,True,False,True,2022,5
2023-08-18,0.2529278934464606,2023-08-17,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-11-25,-1.2387890347795627,2022-11-23,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2022,11
2023-07-06,0.9987863575594723,2023-06-23,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,True,False,False,False,False,2023,6
2023-02-18,0.6258571255029665,2023-02-18,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2022-03-05,-0.865859802723057,2022-03-05,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2022-09-27,0.06646327741820769,2022-09-27,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2022-04-25,-0.49293057066655105,2022-04-24,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,4
2022-10-21,-2.544041346977333,2022-10-18,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,10
2022-07-11,-1.4252536508078157,2022-07-11,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,7
2022-08-16,0.6258571255029665,2022-08-16,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,8
2023-10-31,1.1852509735877252,2023-10-31,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-09-21,1.1852509735877252,2022-09-18,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-09-04,-0.12000133861004524,2023-09-04,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,9
2023-03-23,0.6258571255029665,2023-03-23,18,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2023,3
2023-04-18,0.2529278934464606,2023-04-17,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2023-01-18,0.2529278934464606,2023-01-18,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2023-09-21,1.371715589615978,2023-09-21,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,9
2023-09-27,0.06646327741820769,2023-09-27,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2022-02-04,0.9987863575594723,2022-02-04,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-10-23,0.2529278934464606,2022-10-23,9,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,10
2022-11-07,0.43939250947471353,2022-11-07,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2022,11
2023-10-22,0.6258571255029665,2023-10-22,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-07-03,-0.3064659546382982,2022-05-25,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,5
2023-01-27,-0.3064659546382982,2023-01-27,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2022-09-15,-0.49293057066655105,2022-09-15,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,9
2022-12-22,0.06646327741820769,2022-12-22,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,12
2022-02-20,0.9987863575594723,2022-02-19,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-08-03,0.43939250947471353,2022-08-01,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2022-02-08,0.9987863575594723,2022-02-07,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2023-03-01,-2.730505963005586,2023-02-11,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2022-04-19,-2.3575767309490803,2022-04-19,2,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2022,4
2023-01-08,0.6258571255029665,2023-01-05,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2022-11-21,0.8123217415312194,2022-11-20,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2022,11
2023-10-15,0.43939250947471353,2023-10-13,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,10
2023-09-20,-0.3064659546382982,2023-09-20,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,9
2022-06-25,-0.3064659546382982,2022-06-25,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2023-01-14,-0.3064659546382982,2023-01-10,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2023-08-22,0.43939250947471353,2023-08-22,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2023-07-26,0.43939250947471353,2023-07-25,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,7
2023-10-17,-2.544041346977333,2023-10-16,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-01-21,0.8123217415312194,2023-01-21,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2022-08-13,1.1852509735877252,2022-08-12,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,8
2022-07-07,-0.865859802723057,2022-07-07,10,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2022,7
2022-04-20,0.9987863575594723,2022-04-20,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-09-09,0.8123217415312194,2023-09-08,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,9
2022-02-17,-2.544041346977333,2022-02-17,1,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,False,False,True,True,2022,2
2022-10-05,-2.3575767309490803,2022-10-03,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,10
2022-07-10,0.9987863575594723,2022-07-10,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,7
2023-09-05,-1.9846474988925744,2023-09-05,5,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,9
2023-04-03,0.43939250947471353,2023-04-03,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,4
2022-12-01,0.9987863575594723,2022-12-01,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2022-09-04,-2.730505963005586,2022-06-08,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,6
2022-10-25,0.06646327741820769,2022-10-25,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,10
2022-05-20,1.1852509735877252,2022-05-16,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-04-25,-0.49293057066655105,2023-04-24,15,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,True,False,False,True,2023,4
2022-11-23,1.558180205644231,2022-11-23,8,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2022,11
2022-06-09,1.1852509735877252,2022-05-26,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,5
2023-07-30,0.8123217415312194,2023-07-30,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,True,False,False,2023,7
2023-11-16,-1.2387890347795627,2023-11-15,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2023,11
2023-02-16,0.8123217415312194,2023-02-14,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-10-27,0.43939250947471353,2023-10-27,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,True,False,False,False,False,2023,10
2023-04-06,0.9987863575594723,2023-04-05,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,4
2022-11-13,1.558180205644231,2022-11-12,2,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2022-06-10,0.8123217415312194,2022-06-09,20,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2022,6
2022-09-10,-0.3064659546382982,2022-09-10,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,9
2023-04-28,1.371715589615978,2023-04-28,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,4
2022-09-02,0.9987863575594723,2022-09-02,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-04-03,0.43939250947471353,2023-04-02,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2023,4
2022-07-27,0.43939250947471353,2022-07-23,19,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2022,7
2022-07-24,-0.49293057066655105,2022-07-24,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2023-09-29,0.8123217415312194,2023-09-29,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,9
2022-01-31,0.6258571255029665,2022-01-31,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,1
2022-04-25,-1.4252536508078157,2022-04-25,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,4
2023-04-12,-0.49293057066655105,2023-04-12,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2022-12-17,-1.4252536508078157,2022-12-16,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,12
2023-08-13,-0.12000133861004524,2023-08-13,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2023-03-01,0.2529278934464606,2023-03-01,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2022-12-07,0.06646327741820769,2022-12-07,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,12
2022-08-25,1.1852509735877252,2022-08-19,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,8
2023-11-05,-0.3064659546382982,2023-11-04,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,11
2022-01-24,-2.1711121149208275,2022-01-24,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,1
2023-02-26,-1.0523244187513099,2023-02-21,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-03-16,-1.4252536508078157,2023-03-15,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-03-25,0.6258571255029665,2022-03-25,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,3
2023-10-30,0.43939250947471353,2023-10-29,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-06-09,1.1852509735877252,2022-06-08,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2023-02-19,0.8123217415312194,2023-02-19,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2022-11-26,1.1852509735877252,2022-11-13,11,0,Einfacher Diebstahl aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2022-09-11,0.43939250947471353,2022-09-11,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2022-09-21,0.6258571255029665,2022-09-19,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,9
2023-02-19,1.558180205644231,2023-02-19,1,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2022-04-20,-0.3064659546382982,2022-04-20,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-10-25,0.6258571255029665,2023-10-25,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-10-05,-2.730505963005586,2023-10-04,17,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-11-27,-2.3575767309490803,2022-11-27,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2022-03-15,0.9987863575594723,2022-03-15,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2023-01-15,-0.3064659546382982,2023-01-15,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2023-05-26,0.6258571255029665,2023-05-25,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-10-30,-1.0523244187513099,2022-10-30,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,10
2023-09-29,0.43939250947471353,2023-09-22,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,True,False,False,2023,9
2022-09-26,0.8123217415312194,2022-09-10,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-08-31,0.43939250947471353,2023-08-30,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2023,8
2022-06-20,-0.49293057066655105,2022-06-20,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2023-08-07,0.6258571255029665,2023-08-07,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2022-05-04,0.9987863575594723,2022-05-04,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-07-24,-0.865859802723057,2023-07-24,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,7
2023-06-13,0.06646327741820769,2023-06-12,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2023,6
2023-10-07,0.43939250947471353,2023-10-05,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-07-11,0.8123217415312194,2022-07-10,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2022-06-01,-0.865859802723057,2022-06-01,10,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2022,6
2022-05-04,-1.2387890347795627,2022-05-03,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,5
2022-05-15,-1.4252536508078157,2022-05-15,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,5
2023-02-03,-1.4252536508078157,2023-01-19,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,1
2023-08-08,0.6258571255029665,2023-08-08,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2023-03-05,0.06646327741820769,2023-03-03,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2022-06-20,0.8123217415312194,2022-06-12,19,0,Einfacher Diebstahl aus Keller/Boden von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,6
2023-11-19,-0.12000133861004524,2023-11-19,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,11
2022-11-28,0.43939250947471353,2022-11-23,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2022-09-23,-1.4252536508078157,2022-09-21,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-02-08,-1.4252536508078157,2022-02-07,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,2
2023-05-10,0.43939250947471353,2023-05-10,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-03-08,0.2529278934464606,2022-03-08,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2022-02-03,-1.0523244187513099,2022-02-02,18,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-07-14,-0.12000133861004524,2022-07-14,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,7
2022-09-26,-0.12000133861004524,2022-09-25,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-01-16,0.9987863575594723,2023-01-16,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,1
2023-04-11,-0.679395186694804,2023-04-07,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,4
2022-07-23,1.558180205644231,2022-07-20,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,7
2023-07-11,-0.12000133861004524,2023-07-11,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,7
2022-03-24,-1.4252536508078157,2022-03-24,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,3
2022-03-02,1.1852509735877252,2022-03-02,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2023-10-13,-1.2387890347795627,2023-10-11,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,10
2022-10-24,1.371715589615978,2022-10-21,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2023-08-28,-0.12000133861004524,2023-08-24,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-04-08,-1.2387890347795627,2022-04-08,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2022-11-13,0.9987863575594723,2022-11-13,10,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,True,False,False,True,2022,11
2023-01-18,0.9987863575594723,2023-01-09,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,1
2022-04-27,-1.2387890347795627,2022-04-26,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,4
2023-07-21,0.9987863575594723,2023-07-21,4,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,True,False,False,False,False,2023,7
2023-03-18,-1.2387890347795627,2023-03-13,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-02-18,0.43939250947471353,2022-02-17,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-07-08,0.9987863575594723,2022-07-08,6,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,7
2022-06-19,0.8123217415312194,2022-06-19,19,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2022-03-25,-0.865859802723057,2022-03-25,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,3
2023-05-04,0.43939250947471353,2023-05-03,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-05-24,0.2529278934464606,2022-05-24,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,5
2023-11-13,-0.12000133861004524,2023-11-12,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,11
2023-07-14,-2.3575767309490803,2023-07-14,2,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2023,7
2022-08-24,-0.865859802723057,2022-08-24,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,8
2022-05-15,0.9987863575594723,2022-05-15,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-05-25,0.43939250947471353,2023-05-25,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,5
2023-10-26,-1.7981828828643216,2023-10-26,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-01-24,-1.0523244187513099,2023-01-23,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2023-02-21,-1.4252536508078157,2023-02-17,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2022-11-17,0.2529278934464606,2022-11-15,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2023-05-17,-0.49293057066655105,2023-05-16,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,5
2022-05-16,0.06646327741820769,2022-05-16,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,5
2022-04-21,0.6258571255029665,2022-04-21,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-11-11,0.8123217415312194,2023-11-11,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,11
2022-10-06,-1.2387890347795627,2022-10-06,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,10
2023-05-01,-1.4252536508078157,2023-04-29,7,0,Einfacher Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,4
2022-11-10,-0.49293057066655105,2022-11-08,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2023-08-13,-2.730505963005586,2023-08-13,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-09-23,1.1852509735877252,2022-09-23,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2022-12-26,0.9987863575594723,2022-12-26,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,12
2023-03-21,-0.679395186694804,2023-03-14,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2023-09-01,-1.0523244187513099,2023-08-05,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,8
2023-02-02,0.43939250947471353,2023-02-02,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-07-15,-1.6117182668360686,2023-07-15,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,7
2022-05-29,-0.3064659546382982,2022-05-27,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-07-08,0.2529278934464606,2023-07-08,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,7
