ANGELEGT_AM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,VERSUCH,ERFASSUNGSGRUND,ART_DES_FAHRRADS_Fahrrad,ART_DES_FAHRRADS_Herrenfahrrad,ART_DES_FAHRRADS_Kinderfahrrad,ART_DES_FAHRRADS_Lastenfahrrad,ART_DES_FAHRRADS_Mountainbike,ART_DES_FAHRRADS_Rennrad,ART_DES_FAHRRADS_diverse FahrrÃ¤der,DELIKT_Keller- und Bodeneinbruch,TATZEIT_ANFANG_YEAR,TATZEIT_ANFANG_MONTH
2022-11-11,0.2529278934464606,2022-11-11,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,11
2023-02-28,-2.730505963005586,2023-02-27,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,2
2022-01-04,0.43939250947471353,2022-01-04,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,1
2022-10-07,-0.3064659546382982,2022-10-05,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2022-02-21,0.06646327741820769,2022-02-21,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-10-03,-1.6117182668360686,2022-10-02,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,10
2023-01-27,-1.2387890347795627,2023-01-27,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,1
2023-01-25,0.06646327741820769,2023-01-25,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,1
2023-01-25,0.6258571255029665,2023-01-22,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,1
2022-08-28,1.371715589615978,2022-08-14,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,8
2023-11-15,-1.2387890347795627,2023-11-15,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,11
2023-02-16,0.6258571255029665,2023-02-16,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2023,2
2022-01-10,0.2529278934464606,2022-01-10,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,1
2022-12-24,0.2529278934464606,2022-12-24,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,12
2023-04-02,-1.4252536508078157,2023-03-31,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-05-07,-1.0523244187513099,2022-05-07,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,5
2023-11-07,0.6258571255029665,2023-11-07,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,11
2023-10-30,-1.0523244187513099,2023-10-11,13,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,10
2023-07-02,-0.679395186694804,2023-07-02,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,7
2022-10-05,-1.4252536508078157,2022-09-27,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-08-12,-0.3064659546382982,2023-08-12,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2023,8
2023-06-27,-1.0523244187513099,2023-06-23,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,6
2023-09-15,-0.49293057066655105,2023-09-14,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,9
2023-09-15,0.2529278934464606,2023-09-11,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2022-11-12,0.9987863575594723,2022-11-10,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,11
2023-02-11,0.2529278934464606,2023-02-10,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-06-16,1.1852509735877252,2023-06-12,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,6
2023-05-26,1.1852509735877252,2023-05-25,21,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-04-03,0.43939250947471353,2022-03-26,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2022-05-19,-0.679395186694804,2022-05-17,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-08-14,-0.49293057066655105,2023-08-08,7,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2023-10-28,-1.0523244187513099,2023-10-24,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-09-26,0.43939250947471353,2022-09-22,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2022-02-06,0.6258571255029665,2022-02-04,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-11-12,-0.3064659546382982,2022-11-03,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,11
2022-12-05,-2.3575767309490803,2022-12-05,2,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,12
2023-06-20,-2.1711121149208275,2023-06-20,3,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,6
2023-07-03,-2.1711121149208275,2023-07-02,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,7
2022-06-20,1.558180205644231,2022-06-20,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,6
2023-10-05,-0.12000133861004524,2023-10-01,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,10
2022-09-15,0.8123217415312194,2022-09-01,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-09-12,0.9987863575594723,2023-09-11,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2022-01-14,0.43939250947471353,2022-01-14,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,1
2023-11-18,0.8123217415312194,2023-10-02,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-03-07,1.371715589615978,2023-03-06,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,3
2023-08-06,0.6258571255029665,2023-08-05,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2023,8
2022-03-14,0.43939250947471353,2022-03-14,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,3
2022-06-14,0.2529278934464606,2022-06-13,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2022-01-28,0.06646327741820769,2022-01-28,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,1
2022-02-26,0.06646327741820769,2022-02-24,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2023-04-28,0.6258571255029665,2023-02-04,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2023-08-17,-1.2387890347795627,2023-08-16,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-08-24,-0.49293057066655105,2022-08-24,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,8
2022-04-14,0.6258571255029665,2022-04-13,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-08-05,0.8123217415312194,2023-08-05,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,8
2023-10-04,0.06646327741820769,2023-10-03,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-05-12,-1.4252536508078157,2023-05-11,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,5
2023-03-26,0.9987863575594723,2023-03-26,8,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2023-03-25,0.06646327741820769,2023-03-25,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-09-29,-1.0523244187513099,2022-09-29,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-05-05,0.2529278934464606,2023-05-04,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,5
2023-08-10,1.1852509735877252,2023-08-10,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2022-10-15,0.8123217415312194,2022-10-15,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2023-02-15,-1.2387890347795627,2023-02-14,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,2
2023-10-16,0.06646327741820769,2023-10-16,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2023-03-09,-1.0523244187513099,2023-03-09,9,0,Einfacher Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,3
2023-08-02,1.1852509735877252,2023-08-02,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-02-07,0.6258571255029665,2022-02-06,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,2
2023-04-24,-1.2387890347795627,2023-04-21,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,4
2023-03-27,0.2529278934464606,2023-03-25,9,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2023-11-21,0.9987863575594723,2023-11-21,6,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,True,False,False,2023,11
2023-02-19,1.558180205644231,2023-02-18,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2022-10-25,0.8123217415312194,2022-10-24,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2023-05-14,0.6258571255029665,2023-05-11,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,5
2023-06-04,0.9987863575594723,2023-06-04,9,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2023,6
2022-02-08,-1.0523244187513099,2022-02-08,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,2
2023-01-24,1.558180205644231,2023-01-24,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,1
2023-07-11,0.06646327741820769,2023-07-08,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,7
2022-10-14,0.06646327741820769,2022-10-12,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2023-03-06,0.43939250947471353,2023-03-06,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,3
2022-07-18,-0.3064659546382982,2022-07-16,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2022-05-19,-1.4252536508078157,2022-05-19,7,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2022,5
2022-05-03,0.9987863575594723,2022-04-29,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2022-07-31,0.9987863575594723,2022-07-31,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2023-08-15,1.371715589615978,2023-08-15,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,8
2023-09-01,0.6258571255029665,2023-09-01,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2022-10-26,1.558180205644231,2022-10-24,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2022-02-09,-1.4252536508078157,2022-02-08,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,2
2023-06-02,-1.6117182668360686,2023-06-02,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-09-15,1.1852509735877252,2022-09-13,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,True,False,False,False,False,False,2022,9
2023-06-28,0.2529278934464606,2023-06-27,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,6
2022-07-01,0.06646327741820769,2022-06-30,10,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,False,True,False,True,2022,6
2023-06-15,1.1852509735877252,2023-06-15,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,6
2023-04-05,1.1852509735877252,2023-04-05,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2022-12-19,1.371715589615978,2022-12-18,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,12
2023-04-19,1.1852509735877252,2023-04-19,0,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,True,False,False,False,2023,4
2022-10-18,0.43939250947471353,2022-10-18,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2023-10-19,0.2529278934464606,2023-10-19,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,10
2022-12-27,-0.865859802723057,2022-12-27,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,12
2022-05-05,-1.0523244187513099,2022-05-04,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-11-03,0.6258571255029665,2023-11-03,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,11
2022-08-02,0.43939250947471353,2022-08-01,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,7
2022-09-26,1.558180205644231,2022-09-24,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-02-03,0.43939250947471353,2023-02-03,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-05-01,-0.12000133861004524,2023-04-30,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2022-07-31,0.06646327741820769,2022-07-31,15,0,Einfacher Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,7
2022-06-02,1.371715589615978,2022-06-01,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,6
2023-01-22,-0.865859802723057,2023-01-22,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,1
2023-04-13,0.6258571255029665,2023-04-05,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,4
2023-10-07,0.8123217415312194,2023-10-07,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,10
2022-02-25,0.8123217415312194,2022-02-25,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-05-04,0.6258571255029665,2022-05-04,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-05-29,-1.2387890347795627,2023-05-24,17,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,False,False,False,False,False,True,True,2023,5
2023-03-08,-2.544041346977333,2023-03-08,1,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-03-31,-1.6117182668360686,2022-03-29,20,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2023-06-07,-2.730505963005586,2023-06-07,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,6
2022-04-22,-1.2387890347795627,2022-04-20,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2022-09-04,-0.12000133861004524,2022-09-03,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-11-13,0.2529278934464606,2023-11-13,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,11
2023-11-01,0.43939250947471353,2023-11-01,17,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,True,False,False,2023,11
2023-11-04,-0.49293057066655105,2023-10-30,12,0,Einfacher Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,10
2023-05-25,-0.679395186694804,2023-05-23,21,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,False,True,False,False,False,False,False,True,2023,5
2023-02-23,-0.12000133861004524,2023-02-23,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2023-10-04,-1.0523244187513099,2023-10-04,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,10
2022-08-03,0.8123217415312194,2022-08-02,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,8
2023-08-22,-1.7981828828643216,2023-08-18,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2022-09-09,0.43939250947471353,2022-09-09,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,9
2022-03-13,-0.12000133861004524,2022-03-12,9,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2022-02-09,-1.2387890347795627,2022-02-09,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,2
2023-05-03,-0.679395186694804,2023-05-02,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,5
2022-04-19,-0.12000133861004524,2022-04-15,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2022-04-13,-0.3064659546382982,2022-04-13,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-09-10,-0.679395186694804,2023-09-10,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2022-10-15,0.2529278934464606,2022-10-15,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2022-04-27,-0.679395186694804,2022-04-27,11,0,Einfacher Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,4
2023-09-03,-1.2387890347795627,2023-09-02,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2023-03-14,-2.730505963005586,2023-03-12,0,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,True,False,False,False,False,False,False,True,2023,3
2022-12-05,-0.679395186694804,2022-12-05,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,12
2023-04-03,0.2529278934464606,2023-04-03,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2022-02-01,0.06646327741820769,2022-02-01,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2023-09-06,0.9987863575594723,2023-09-06,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2022-09-09,0.6258571255029665,2022-09-06,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,9
2022-05-31,1.1852509735877252,2022-05-31,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,5
2022-10-27,-0.49293057066655105,2022-10-27,13,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,10
2022-07-08,0.43939250947471353,2022-07-05,22,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,7
2022-06-25,0.43939250947471353,2022-06-25,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2022,6
2023-03-07,0.06646327741820769,2023-03-07,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2022-03-18,0.2529278934464606,2022-03-18,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,3
2022-12-16,-2.730505963005586,2022-12-16,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,12
2023-10-02,-1.4252536508078157,2023-04-01,18,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,4
2023-01-18,1.371715589615978,2023-01-17,7,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,1
2023-03-20,-1.0523244187513099,2023-03-20,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,3
2022-07-05,1.1852509735877252,2022-07-05,21,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,7
2022-05-05,-1.0523244187513099,2022-05-05,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,5
2023-06-18,-1.4252536508078157,2023-06-17,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,6
2023-10-06,-1.0523244187513099,2023-10-06,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,10
2023-05-13,0.43939250947471353,2023-05-13,17,0,Sonstiger schwerer Diebstahl in/aus Keller/Boden von FahrrÃ¤dern,True,False,False,False,False,False,False,True,2023,5
2023-10-16,0.9987863575594723,2023-09-26,10,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,9
2023-03-01,0.6258571255029665,2023-02-28,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,2
2022-09-18,0.6258571255029665,2022-09-18,12,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-08-28,1.1852509735877252,2023-08-28,4,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,8
2022-10-14,0.9987863575594723,2022-10-14,14,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,10
2022-04-25,0.06646327741820769,2022-04-21,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2022,4
2023-08-02,-1.2387890347795627,2023-08-02,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,True,False,False,2023,7
2022-02-11,0.6258571255029665,2022-02-10,6,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,2
2022-03-16,-0.679395186694804,2022-03-16,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,3
2023-03-06,-1.9846474988925744,2023-03-03,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-04-12,0.2529278934464606,2022-03-29,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2022,3
2023-11-20,0.6258571255029665,2023-11-18,23,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,11
2023-03-26,0.2529278934464606,2023-03-25,11,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,3
2022-09-13,0.6258571255029665,2022-09-13,19,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,9
2023-07-22,-2.544041346977333,2023-07-20,9,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,True,False,2023,7
2022-06-09,0.8123217415312194,2022-06-08,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2022,6
2023-08-21,-0.3064659546382982,2023-08-20,17,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,True,False,False,False,False,False,False,2023,8
2023-01-21,1.371715589615978,2023-01-20,15,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,1
2023-02-14,-1.2387890347795627,2023-02-12,16,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,True,False,False,False,False,False,False,False,2023,2
2023-07-18,0.8123217415312194,2023-07-18,8,0,Sonstiger schwerer Diebstahl von FahrrÃ¤dern,False,False,False,False,False,False,False,False,2023,7
